Bo_Age,Ln_Orig,Orig_LTV_Ratio_Pct,Credit_score,First_home,Tot_mthly_debt_exp,Tot_mthly_incm,orig_apprd_val_amt,pur_prc_amt,DTI Ratio,Status,OUTCOME,State,Median_state_inc,UPB>Appraisal,LoanValuetoAppraised,loanToPurchPrice
35,147000,90,663,N,0,1863,49500,49500,0,Default,default,TX,41275,1,2.96969697,2.96969697
31,207594,92,713,Y,2483,4202,271000,271000,0.590909,Pay-off,non-default,FL,40171,0,0.76602952,0.76602952
32,352000,80,570,N,2158,13706,210000,210000,0.157449,Default,default,IL,45787,1,1.676190476,1.676190476
55,280000,80,576,N,578,1503,62000,62000,0.384564,Active,non-default,AL,38111,1,4.516129032,4.516129032
29,123500,95,569,Y,1322,2902,140000,140000,0.455548,Active,non-default,FL,40171,0,0.882142857,0.882142857
37,94500,95,750,Y,1860,5749,255000,253000,0.323535,Default,default,GA,43217,0,0.370588235,0.373517787
23,111548,102,736,Y,2427,4987,210000,210000,0.486665,Default,default,CA,49894,0,0.531180952,0.531180952
37,87300,90,720,N,2325,9611,230000,220000,0.24191,Default,default,DC,43003,0,0.379565217,0.396818182
27,106400,95,653,Y,0,5025,131000,124000,0,Pay-off,non-default,TX,41275,0,0.81221374,0.858064516
37,204250,95,639,Y,629,1548,54500,54500,0.406331,Default,default,TX,41275,1,3.747706422,3.747706422
41,130400,80,690,Y,3797,5025,270000,260000,0.755669,Pay-off,non-default,NJ,56772,0,0.482962963,0.501538462
22,72750,97,582,Y,2310,6338,143500,143205,0.364468,Default,default,NC,39000,0,0.506968641,0.508012988
47,37865,95,697,N,4749,10745,200000,200000,0.441973,Pay-off,non-default,NC,39000,0,0.189325,0.189325
25,76000,95,539,Y,0,5025,160000,160000,0,Default,default,FL,40171,0,0.475,0.475
33,122000,100,798,Y,2854,7439,357000,357000,0.383654,Active,non-default,CA,49894,0,0.341736695,0.341736695
37,117000,90,634,Y,1968,5000,151000,149900,0.3936,Pay-off,non-default,MA,52354,0,0.774834437,0.780520347
27,222300,95,547,Y,836,2667,59900,59900,0.313461,Default,default,MO,43988,1,3.711185309,3.711185309
37,163480,100,698,Y,1841,3575,185000,180399,0.514965,Active,non-default,TN,38550,0,0.883675676,0.906213449
70,138700,96,775,N,2113,6666,299000,295000,0.316982,Pay-off,non-default,IL,45787,0,0.463879599,0.470169492
32,101918,100,695,N,6300,7840,265000,239900,0.803571,Default,default,NJ,56772,0,0.384596226,0.424835348
53,131680,100,568,Y,2146,4573,131900,131700,0.469276,Active,non-default,GA,43217,0,0.99833207,0.99984814
33,279000,100,615,Y,1212,1989,130000,130000,0.609351,Default,default,GA,43217,1,2.146153846,2.146153846
64,109700,90,758,N,2685,6833,183000,179000,0.392946,Pay-off,non-default,AL,38111,0,0.599453552,0.612849162
22,130500,95,577,Y,2357,4548,158000,155000,0.51825,Pay-off,non-default,TX,41275,0,0.825949367,0.841935484
37,400000,80,665,N,996,1569,98000,97000,0.634799,Active,non-default,OH,44160,1,4.081632653,4.12371134
33,219350,90,710,N,1782,3048,108000,108000,0.584646,Pay-off,non-default,VA,53275,1,2.031018519,2.031018519
28,95400,80,629,N,1390,5929,176000,175500,0.234441,Active,non-default,WA,48688,0,0.542045455,0.543589744
30,241000,100,579,Y,1371,3431,135000,126900,0.399592,Default,default,GA,43217,1,1.785185185,1.899133176
37,225000,100,540,N,1431,3118,115500,109290,0.458948,Default,default,TX,41275,1,1.948051948,2.058742794
26,149345,100,612,N,1180,3900,116000,115000,0.302564,Active,non-default,LA,35523,1,1.287456897,1.298652174
50,162000,100,579,N,1592,6156,187000,165980,0.258609,Default,default,GA,43217,0,0.86631016,0.976021207
24,299000,100,635,N,1412,3158,99000,94618,0.447118,Active,non-default,GA,43217,1,3.02020202,3.16007525
29,181000,100,723,N,1139,3359,141000,138000,0.339089,Default,default,IL,45787,1,1.283687943,1.311594203
50,91900,100,737,Y,1421,4460,96000,93000,0.31861,Default,default,IN,43003,0,0.957291667,0.988172043
24,118750,95,548,Y,1938,4805,167000,167000,0.40333,Default,default,NC,39000,0,0.711077844,0.711077844
42,159900,89,720,N,1249,2899,60000,55001,0.430838,Default,default,PA,44286,1,2.665,2.907219869
34,185150,100,588,Y,1795,5000,102000,102000,0.359,Default,default,TX,41275,1,1.815196078,1.815196078
25,79900,100,732,N,2131,7698,160000,158000,0.276825,Active,non-default,OH,44160,0,0.499375,0.505696203
37,207100,90,684,N,2172,8800,315000,315000,0.246818,Pay-off,non-default,CA,49894,0,0.657460317,0.657460317
27,161000,100,637,N,2834,5025,170000,170000,0.564016,Default,default,FL,40171,0,0.947058824,0.947058824
37,171000,90,590,Y,1213,2140,107000,107000,0.566822,Active,non-default,AL,38111,1,1.598130841,1.598130841
31,152000,95,669,Y,1705,4000,159000,159000,0.42625,Active,non-default,FL,40171,0,0.955974843,0.955974843
36,280000,100,647,N,4009,5025,186000,183750,0.797861,Pay-off,non-default,FL,40171,1,1.505376344,1.523809524
37,179000,100,583,Y,1410,2870,116500,97000,0.491289,Default,default,TX,41275,1,1.536480687,1.845360825
43,235000,78,702,N,1330,11254,164000,164000,0.11818,Active,non-default,VA,53275,1,1.432926829,1.432926829
43,148198,92,660,N,0,5025,525000,525000,0,Default,default,CA,49894,0,0.282281905,0.282281905
24,132400,97,707,Y,1521,5374,120500,120000,0.283029,Pay-off,non-default,IA,43042,1,1.098755187,1.103333333
37,184000,80,723,Y,1087,1750,94900,94900,0.621143,Active,non-default,OH,44160,1,1.938883035,1.938883035
35,109250,95,710,N,1038,6500,120000,119000,0.159692,Pay-off,non-default,AZ,42590,0,0.910416667,0.918067227
35,116442,100,714,Y,3054,7317,165500,165500,0.417384,Active,non-default,VA,53275,0,0.703577039,0.703577039
29,158350,97,585,N,1167,3552,63000,62500,0.328547,Pay-off,non-default,MI,44476,1,2.513492063,2.5336
35,150000,100,775,Y,1242,5842,175000,172424,0.212598,Active,non-default,FL,40171,0,0.857142857,0.869948499
24,192900,100,741,N,2369,5000,220000,215001,0.4738,Pay-off,non-default,CA,49894,0,0.876818182,0.897205129
32,217000,100,652,N,1080,5200,210000,197855,0.207692,Pay-off,non-default,MI,44476,1,1.033333333,1.096762781
53,269200,90,763,Y,0,5025,188000,186500,0,Pay-off,non-default,NJ,56772,1,1.431914894,1.443431635
32,253000,99,662,Y,870,3517,118000,118000,0.24737,Default,default,NC,39000,1,2.144067797,2.144067797
24,102600,95,678,N,0,5354,183000,172781,0,Active,non-default,AZ,42590,0,0.560655738,0.593815292
37,185250,95,789,N,1023,3382,196000,195000,0.302484,Active,non-default,KS,43725,0,0.945153061,0.95
37,82500,100,787,Y,1531,6842,146000,104624,0.223765,Pay-off,non-default,SC,39326,0,0.565068493,0.788538003
61,260000,75,664,N,1883,3424,90000,87500,0.549942,Default,default,TX,41275,1,2.888888889,2.971428571
28,315000,90,692,N,0,5025,270000,270000,0,Default,default,NY,44228,1,1.166666667,1.166666667
28,87290,102,625,N,1605,3030,140000,139901,0.529703,Default,default,IL,45787,0,0.6235,0.623941216
27,170760,95,749,N,1346,3542,148000,147000,0.380011,Pay-off,non-default,DE,50152,1,1.153783784,1.161632653
34,108750,100,782,N,1008,3250,99000,96000,0.310154,Active,non-default,PA,44286,1,1.098484848,1.1328125
44,268975,102,571,N,1615,3179,133000,130402,0.508021,Default,default,GA,43217,1,2.022368421,2.062660082
37,245000,75,612,N,1013,2088,139000,138453,0.485153,Default,default,GA,43217,1,1.762589928,1.769553567
29,61900,100,724,N,2913,5937,145000,145000,0.490652,Default,default,WA,48688,0,0.426896552,0.426896552
60,115500,90,746,N,1134,4538,111000,111000,0.24989,Default,default,MO,43988,1,1.040540541,1.040540541
49,228000,95,663,N,1038,3108,50000,42400,0.333977,Default,default,MI,44476,1,4.56,5.377358491
65,102500,100,795,N,1272,5875,191000,196500,0.216511,Pay-off,non-default,CA,49894,0,0.536649215,0.521628499
50,46350,95,734,N,3157,8541,250000,238565,0.369629,Active,non-default,NC,39000,0,0.1854,0.194286672
33,273600,99,644,N,860,5025,113000,110000,0.171155,Default,default,GA,43217,1,2.421238938,2.487272727
33,104550,85,642,Y,1586,5466,164000,163576,0.290157,Pay-off,non-default,AZ,42590,0,0.6375,0.639152443
37,102550,100,616,N,2653,7034,285000,285000,0.377168,Default,default,IL,45787,0,0.359824561,0.359824561
52,145260,90,673,N,794,5025,115000,115000,0.15802,Default,default,TX,41275,1,1.263130435,1.263130435
35,149900,100,686,N,2055,5278,176000,172500,0.389352,Active,non-default,GA,43217,0,0.851704545,0.868985507
33,279000,100,615,Y,1212,1989,130000,130000,0.609351,Default,default,GA,43217,1,2.146153846,2.146153846
38,289275,102,660,Y,377,2168,42000,42000,0.173893,Default,default,MD,56763,1,6.8875,6.8875
35,172710,90,704,N,1362,3833,138000,137500,0.355335,Pay-off,non-default,MI,44476,1,1.251521739,1.256072727
29,220000,80,670,N,1515,15828,196000,196000,0.095716,Default,default,OH,44160,1,1.12244898,1.12244898
37,86400,80,599,Y,1886,5000,177000,176200,0.3772,Default,default,GA,43217,0,0.488135593,0.490351873
37,171000,100,628,Y,1598,5279,124000,123800,0.302709,Pay-off,non-default,FL,40171,1,1.379032258,1.381260097
36,62400,80,674,N,1105,5000,140000,137400,0.221,Default,default,OH,44160,0,0.445714286,0.454148472
37,131050,95,726,N,2577,8782,312000,310429,0.293441,Active,non-default,OH,44160,0,0.420032051,0.422157724
56,182260,99,704,N,1225,2165,163000,160500,0.56582,Default,default,GA,43217,1,1.118159509,1.135576324
40,283400,90,534,Y,1084,2687,137000,133590,0.403424,Default,default,GA,43217,1,2.068613139,2.121416274
31,179000,100,660,Y,947,2600,112500,111500,0.364231,Default,default,AZ,42590,1,1.591111111,1.605381166
37,177900,100,545,Y,851,2080,91000,88500,0.409135,Default,default,WI,47220,1,1.954945055,2.010169492
37,180500,95,609,N,2117,5228,202000,199969,0.404935,Default,default,IN,43003,0,0.893564356,0.902639909
61,260000,75,664,N,1883,3424,90000,87500,0.549942,Default,default,TX,41275,1,2.888888889,2.971428571
37,184750,80,582,Y,3228,9036,337500,332500,0.357238,Default,default,IL,45787,0,0.547407407,0.555639098
31,152000,100,676,N,2575,4750,247000,235000,0.542105,Active,non-default,MA,52354,0,0.615384615,0.646808511
50,91900,100,737,Y,1421,4460,96000,93000,0.31861,Default,default,IN,43003,0,0.957291667,0.988172043
34,261000,90,575,N,1925,3836,112670,112670,0.501825,Active,non-default,NE,44623,1,2.316499512,2.316499512
53,152000,95,704,N,1331,2990,45000,42000,0.445151,Default,default,IN,43003,1,3.377777778,3.619047619
37,310500,90,705,N,1303,2884,104000,102500,0.451803,Active,non-default,GA,43217,1,2.985576923,3.029268293
37,187375,100,560,Y,1998,2811,109500,108532,0.710779,Default,default,TX,41275,1,1.711187215,1.726449342
39,208075,102,600,Y,2252,3175,139000,137090,0.709291,Active,non-default,NC,39000,1,1.496942446,1.517798527
37,182900,100,650,N,1174,3455,74000,70000,0.339797,Default,default,IN,43003,1,2.471621622,2.612857143
27,62750,97,663,N,2067,5500,211000,211000,0.375818,Default,default,NJ,56772,0,0.297393365,0.297393365
40,287100,90,741,N,0,2500,73000,73000,0,Active,non-default,TX,41275,1,3.932876712,3.932876712
27,216100,80,605,N,631,2895,98000,98000,0.217962,Pay-off,non-default,FL,40171,1,2.205102041,2.205102041
36,75660,97,755,N,1283,4250,187000,187000,0.301882,Active,non-default,CA,49894,0,0.40459893,0.40459893
38,54000,90,710,N,1180,4966,187524,54000,0.237616,Default,default,WI,47220,0,0.287963141,1
28,118000,100,688,N,1650,5333,167500,167000,0.309394,Default,default,TX,41275,0,0.704477612,0.706586826
60,53100,90,748,N,1131,3489,100000,99900,0.324162,Pay-off,non-default,IL,45787,0,0.531,0.531531532
29,86640,95,503,N,1603,4413,142000,137950,0.363245,Default,default,VA,53275,0,0.610140845,0.628053643
42,144900,100,724,N,1004,4166,125000,122000,0.240999,Pay-off,non-default,IN,43003,1,1.1592,1.187704918
23,111548,102,736,Y,2427,4987,210000,210000,0.486665,Default,default,CA,49894,0,0.531180952,0.531180952
26,305540,102,700,N,898,5025,116000,115000,0.178718,Pay-off,non-default,NE,44623,1,2.633965517,2.656869565
48,119700,80,684,N,1322,4300,165000,160469,0.307442,Pay-off,non-default,NV,46984,0,0.725454545,0.745938468
27,222300,95,547,Y,836,2667,59900,59900,0.313461,Default,default,MO,43988,1,3.711185309,3.711185309
37,152000,95,620,Y,1639,3467,119000,110550,0.472743,Default,default,NC,39000,1,1.277310924,1.374943464
62,152000,80,695,N,1279,2843,82000,82000,0.449877,Active,non-default,PA,44286,1,1.853658537,1.853658537
21,134500,100,706,N,1220,4694,153000,153000,0.259906,Pay-off,non-default,AZ,42590,0,0.879084967,0.879084967
39,76000,70,723,N,1309,4641,188000,76000,0.282051,Default,default,CO,51022,0,0.404255319,1
41,163850,95,755,Y,1465,2995,90000,87596,0.489149,Default,default,MI,44476,1,1.820555556,1.870519202
22,116900,89,666,N,1850,6000,250000,116900,0.308333,Default,default,MN,55914,0,0.4676,1
37,80400,100,661,Y,2042,9832,163000,160000,0.207689,Active,non-default,FL,40171,0,0.493251534,0.5025
45,148250,95,792,N,1812,5439,152600,152600,0.333149,Pay-off,non-default,CA,49894,0,0.971494102,0.971494102
25,47500,100,671,Y,0,7500,164000,161000,0,Default,default,NC,39000,0,0.289634146,0.295031056
40,216000,90,636,Y,990,2788,58000,57000,0.355093,Active,non-default,AZ,42590,1,3.724137931,3.789473684
40,112000,95,750,N,2279,5701,173000,173000,0.399754,Pay-off,non-default,AZ,42590,0,0.647398844,0.647398844
37,120900,100,578,N,3784,6674,200000,198000,0.566976,Default,default,SC,39326,0,0.6045,0.610606061
38,198000,100,775,N,1283,3100,160000,150000,0.413871,Default,default,GA,43217,1,1.2375,1.32
37,248000,80,631,N,0,5025,220000,212000,0,Active,non-default,MA,52354,1,1.127272727,1.169811321
67,55750,95,725,N,2208,8500,232500,226876,0.259765,Active,non-default,MD,56763,0,0.239784946,0.245728944
39,66500,95,621,N,2530,4640,196250,196250,0.545259,Active,non-default,GA,43217,0,0.338853503,0.338853503
37,187850,81,618,N,624,1387,91000,78200,0.449892,Default,default,SC,39326,1,2.064285714,2.402173913
42,288801,95,673,N,778,1833,106000,106000,0.424441,Default,default,MI,44476,1,2.724537736,2.724537736
36,94600,100,741,N,0,5496,195000,195000,0,Pay-off,non-default,CA,49894,0,0.485128205,0.485128205
55,61275,91,687,N,0,5850,207000,207000,0,Pay-off,non-default,NV,46984,0,0.296014493,0.296014493
50,91900,100,737,Y,1421,4460,96000,93000,0.31861,Default,default,IN,43003,0,0.957291667,0.988172043
39,135065,100,605,Y,598,4189,95000,95000,0.142755,Default,default,TX,41275,1,1.421736842,1.421736842
30,107920,80,688,N,738,4800,72000,69000,0.15375,Default,default,TX,41275,1,1.498888889,1.564057971
29,79800,95,586,N,2705,6800,295000,294500,0.397794,Pay-off,non-default,CA,49894,0,0.270508475,0.270967742
38,320000,80,679,N,810,5025,110000,110000,0.161204,Default,default,NY,44228,1,2.909090909,2.909090909
37,189000,90,714,N,3375,9006,210000,209392,0.37475,Pay-off,non-default,CA,49894,0,0.9,0.90261328
44,156000,100,758,Y,1231,2000,104000,105000,0.6155,Default,default,VA,53275,1,1.5,1.485714286
29,309800,95,798,N,1224,3702,209000,208206,0.330632,Default,default,MD,56763,1,1.482296651,1.487949435
34,175220,99,770,N,1622,4441,161000,155300,0.365233,Pay-off,non-default,WA,48688,1,1.088322981,1.128267869
37,152000,95,620,Y,1639,3467,119000,110550,0.472743,Default,default,NC,39000,1,1.277310924,1.374943464
37,95000,95,742,N,1874,2887,128000,118000,0.649117,Default,default,TX,41275,0,0.7421875,0.805084746
42,288801,95,673,N,778,1833,106000,106000,0.424441,Default,default,MI,44476,1,2.724537736,2.724537736
37,130837,95,751,N,1202,4100,141500,130837,0.293171,Default,default,AZ,42590,0,0.92464311,1
41,136486,90,695,Y,1262,3580,119900,119900,0.352514,Active,non-default,GA,43217,1,1.138331943,1.138331943
46,165200,80,639,Y,0,5025,475000,475000,0,Default,default,NY,44228,0,0.347789474,0.347789474
37,57000,100,650,N,1988,4564,125000,118000,0.435583,Default,default,IN,43003,0,0.456,0.483050847
33,195000,100,677,N,1319,3850,152000,151952,0.342597,Active,non-default,TX,41275,1,1.282894737,1.283299989
27,140553,100,717,N,2542,6703,186000,185900,0.379233,Pay-off,non-default,MN,55914,0,0.75566129,0.756067778
23,90000,100,648,N,1181,4683,77000,77000,0.252189,Default,default,IA,43042,1,1.168831169,1.168831169
24,65000,100,723,Y,1839,6000,163000,162092,0.3065,Pay-off,non-default,AZ,42590,0,0.398773006,0.401006836
31,134800,80,721,N,1526,15000,193000,185777,0.101733,Pay-off,non-default,CA,49894,0,0.698445596,0.725601124
37,280000,100,662,N,896,3062,63000,62000,0.292619,Default,default,MD,56763,1,4.444444444,4.516129032
23,78300,90,665,N,3464,27737,148000,140500,0.124887,Pay-off,non-default,RI,46199,0,0.529054054,0.557295374
37,188800,80,606,Y,1624,3450,155000,155000,0.470725,Pay-off,non-default,CA,49894,1,1.218064516,1.218064516
50,296700,95,523,Y,623,1658,75000,75000,0.375754,Default,default,OH,44160,1,3.956,3.956
37,287000,100,521,Y,1299,2080,127000,127000,0.624519,Pay-off,non-default,FL,40171,1,2.25984252,2.25984252
34,234400,80,619,N,946,2500,95000,92000,0.3784,Active,non-default,FL,40171,1,2.467368421,2.547826087
53,60000,42,713,Y,1990,5806,137000,131524,0.342749,Active,non-default,NC,39000,0,0.437956204,0.456190505
23,91248,102,626,Y,1887,3500,137000,134900,0.539143,Default,default,FL,40171,0,0.666043796,0.676412157
35,217600,80,538,N,1132,3373,104000,103500,0.335606,Active,non-default,AL,38111,1,2.092307692,2.102415459
37,245000,100,773,N,1133,3502,155000,153500,0.323529,Pay-off,non-default,FL,40171,1,1.580645161,1.596091205
38,162150,97,661,N,2874,7675,286000,283552,0.374463,Default,default,GA,43217,0,0.566958042,0.571852782
31,202450,100,755,N,585,1773,70001,70001,0.329949,Default,default,FL,40171,1,2.892101541,2.892101541
51,115950,100,670,N,1646,5860,230000,228000,0.280887,Default,default,TX,41275,0,0.504130435,0.508552632
41,248306,102,694,N,1940,3237,136001,136001,0.59932,Pay-off,non-default,NV,46984,1,1.825765987,1.825765987
32,280250,95,736,N,2233,13750,345000,345000,0.1624,Default,default,NY,44228,0,0.812318841,0.812318841
37,69000,100,524,N,1743,5344,133000,133000,0.32616,Default,default,FL,40171,0,0.518796992,0.518796992
33,273600,99,644,N,860,5025,113000,110000,0.171155,Default,default,GA,43217,1,2.421238938,2.487272727
21,114300,90,641,Y,1281,3192,156000,154600,0.401316,Active,non-default,AZ,42590,0,0.732692308,0.739327296
37,197500,100,627,Y,1742,3588,138000,137900,0.485507,Default,default,GA,43217,1,1.43115942,1.432197244
37,193550,94,601,Y,758,1950,115000,106300,0.388718,Default,default,GA,43217,1,1.683043478,1.820790216
54,89000,75,740,N,1012,3144,79500,79500,0.321883,Pay-off,non-default,AR,33948,1,1.119496855,1.119496855
30,139500,90,682,N,1354,3683,126000,126000,0.367635,Active,non-default,MI,44476,1,1.107142857,1.107142857
31,147850,98,553,Y,2278,5417,156000,155000,0.420528,Active,non-default,TX,41275,0,0.94775641,0.953870968
41,218150,97,625,Y,924,2445,57500,57500,0.377914,Pay-off,non-default,FL,40171,1,3.793913043,3.793913043
44,204681,100,694,N,1283,3385,105000,99900,0.379025,Active,non-default,NC,39000,1,1.949342857,2.048858859
24,154000,100,691,N,3887,7067,375000,375000,0.550021,Default,default,NY,44228,0,0.410666667,0.410666667
38,181450,95,549,Y,1272,3770,75000,73350,0.337401,Pay-off,non-default,TN,38550,1,2.419333333,2.473755965
22,148659,99,634,Y,1944,3750,118000,118000,0.5184,Pay-off,non-default,FL,40171,1,1.259822034,1.259822034
29,61900,100,724,N,2913,5937,145000,145000,0.490652,Default,default,WA,48688,0,0.426896552,0.426896552
36,238800,93,685,N,378,3200,67000,45000,0.118125,Default,default,MI,44476,1,3.564179104,5.306666667
37,179000,100,583,Y,1410,2870,116500,97000,0.491289,Default,default,TX,41275,1,1.536480687,1.845360825
29,183300,95,618,N,0,2100,71000,70000,0,Active,non-default,TX,41275,1,2.581690141,2.618571429
29,220000,80,670,N,1515,15828,196000,196000,0.095716,Default,default,OH,44160,1,1.12244898,1.12244898
31,98455,102,749,N,794,3000,108000,108000,0.264667,Default,default,OH,44160,0,0.91162037,0.91162037
35,204000,94,648,Y,1447,2080,102000,101500,0.695673,Pay-off,non-default,FL,40171,1,2,2.009852217
32,136750,100,746,N,965,3800,124000,123500,0.253947,Pay-off,non-default,MD,56763,1,1.102822581,1.107287449
37,160000,80,602,Y,1120,2322,100000,99400,0.482343,Default,default,FL,40171,1,1.6,1.609657948
27,188800,95,611,Y,1164,1560,147000,147000,0.746154,Pay-off,non-default,CA,49894,1,1.284353741,1.284353741
30,249620,90,531,Y,1016,2389,79000,76000,0.425283,Pay-off,non-default,VA,53275,1,3.159746835,3.284473684
37,165000,89,627,N,3032,8690,276000,276000,0.348907,Active,non-default,TX,41275,0,0.597826087,0.597826087
28,137500,100,724,N,1215,2625,131000,130389,0.462857,Default,default,GA,43217,1,1.049618321,1.054536809
42,159550,94,618,Y,2386,4271,165000,161222,0.558651,Active,non-default,NC,39000,0,0.966969697,0.989629207
27,131865,100,662,N,1225,5000,173000,131865,0.245,Default,default,UT,50614,0,0.762225434,1
37,165000,100,613,Y,987,2662,81000,81000,0.370774,Default,default,MI,44476,1,2.037037037,2.037037037
33,295800,95,756,N,2620,5025,290000,290000,0.521426,Default,default,NY,44228,1,1.02,1.02
50,200000,100,747,N,1657,5667,193000,192135,0.292395,Active,non-default,MN,55914,1,1.03626943,1.040934759
37,119150,80,572,N,704,1083,50000,50000,0.650046,Default,default,TN,38550,1,2.383,2.383
27,266600,95,678,N,1969,2500,95000,87501,0.7876,Default,default,AL,38111,1,2.806315789,3.046822322
28,160000,100,681,N,1190,2857,73500,73500,0.416521,Default,default,NC,39000,1,2.176870748,2.176870748
24,104400,90,707,Y,2210,6000,241000,241000,0.368333,Pay-off,non-default,CA,49894,0,0.433195021,0.433195021
50,290000,72,702,N,17225,5025,140000,140000,3.428077,Default,default,NJ,56772,1,2.071428571,2.071428571
23,157650,99,614,Y,498,3525,85000,79035,0.141277,Default,default,AZ,42590,1,1.854705882,1.994685899
21,75000,100,632,N,1846,8092,481000,481000,0.228127,Pay-off,non-default,MA,52354,0,0.155925156,0.155925156
37,183900,100,715,Y,3045,4061,300000,300000,0.749815,Pay-off,non-default,IL,45787,0,0.613,0.613
29,150000,100,686,N,1976,4371,182508,182508,0.45207,Active,non-default,AZ,42590,0,0.821881781,0.821881781
52,69000,100,745,N,2303,8434,215000,199990,0.273061,Active,non-default,TX,41275,0,0.320930233,0.345017251
33,295800,95,756,N,2620,5025,290000,290000,0.521426,Default,default,NY,44228,1,1.02,1.02
49,220500,90,681,N,1621,4000,217151,217151,0.40525,Default,default,WA,48688,1,1.015422448,1.015422448
37,318400,80,685,N,1171,5025,194000,193000,0.23305,Active,non-default,IN,43003,1,1.641237113,1.649740933
46,186550,80,720,N,964,2792,119000,119000,0.345272,Default,default,NC,39000,1,1.567647059,1.567647059
28,129670,95,660,N,1719,5000,102000,101500,0.3438,Active,non-default,FL,40171,1,1.27127451,1.277536946
30,86810,97,672,N,1775,5169,224000,220000,0.343393,Default,default,TX,41275,0,0.387544643,0.394590909
30,248000,80,755,N,1268,3200,68000,68000,0.39625,Default,default,OH,44160,1,3.647058824,3.647058824
37,153000,100,671,N,706,1907,61000,60500,0.370215,Active,non-default,PA,44286,1,2.508196721,2.52892562
46,132000,80,658,N,3378,5025,236000,230521,0.672281,Pay-off,non-default,AZ,42590,0,0.559322034,0.572615944
35,236500,100,700,N,618,3757,78500,78500,0.164493,Default,default,WV,32589,1,3.012738854,3.012738854
28,184265,85,749,N,1164,5025,67000,67000,0.231656,Active,non-default,FL,40171,1,2.750223881,2.750223881
39,137900,93,696,Y,1793,4202,236000,232000,0.426702,Default,default,IL,45787,0,0.584322034,0.594396552
43,234300,90,694,N,694,3120,93000,92900,0.222436,Default,default,FL,40171,1,2.519354839,2.522066738
37,69000,100,524,N,1743,5344,133000,133000,0.32616,Default,default,FL,40171,0,0.518796992,0.518796992
52,322700,100,580,Y,1261,3055,138000,137000,0.412766,Default,default,MI,44476,1,2.338405797,2.355474453
53,188100,95,729,N,686,3200,77000,74800,0.214375,Pay-off,non-default,TX,41275,1,2.442857143,2.514705882
37,181250,100,677,N,1012,5073,115000,115000,0.199487,Default,default,MO,43988,1,1.576086957,1.576086957
31,129950,97,660,N,2049,5330,138000,138000,0.384428,Active,non-default,VA,53275,0,0.941666667,0.941666667
50,95950,85,541,Y,2134,4728,180000,179900,0.451354,Active,non-default,MI,44476,0,0.533055556,0.533351862
37,159500,80,618,N,4287,9532,260000,256890,0.449748,Pay-off,non-default,NM,37587,0,0.613461538,0.620888318
39,230000,83,718,N,955,3000,146900,120000,0.318333,Default,default,PA,44286,1,1.565690946,1.916666667
22,237650,97,645,N,952,2462,104000,103750,0.386677,Active,non-default,GA,43217,1,2.285096154,2.29060241
37,111000,100,660,Y,1141,2192,141000,141000,0.520529,Active,non-default,MN,55914,0,0.787234043,0.787234043
37,130500,90,624,N,864,5025,135000,130500,0.171951,Default,default,WV,32589,0,0.966666667,1
51,154950,100,617,Y,1593,3416,121000,120800,0.466335,Default,default,FL,40171,1,1.280578512,1.282698675
39,204250,95,692,N,2127,5025,279000,279000,0.42331,Default,default,TX,41275,0,0.732078853,0.732078853
38,212000,80,765,N,383,1742,42000,42000,0.219862,Active,non-default,PA,44286,1,5.047619048,5.047619048
37,110000,100,705,N,1487,4500,210000,210000,0.330444,Default,default,AZ,42590,0,0.523809524,0.523809524
46,186000,100,704,N,1086,4200,135000,135000,0.258571,Default,default,IN,43003,1,1.377777778,1.377777778
24,124900,100,708,N,1874,5000,267165,267165,0.3748,Active,non-default,CA,49894,0,0.467501357,0.467501357
50,145600,80,616,N,0,5025,165000,165000,0,Pay-off,non-default,NJ,56772,0,0.882424242,0.882424242
22,65472,100,561,N,3749,7955,316000,316000,0.471276,Default,default,GA,43217,0,0.207189873,0.207189873
37,245000,75,612,N,1013,2088,139000,138453,0.485153,Default,default,GA,43217,1,1.762589928,1.769553567
50,222770,100,738,Y,1435,4065,175000,175570,0.353014,Pay-off,non-default,MO,43988,1,1.272971429,1.26883864
36,285000,75,730,N,595,3000,75000,75000,0.198333,Active,non-default,NC,39000,1,3.8,3.8
27,246300,100,661,N,757,2083,110000,109900,0.363418,Active,non-default,OK,38281,1,2.239090909,2.241128298
42,85000,100,570,Y,1502,4814,157000,157500,0.312007,Pay-off,non-default,VA,53275,0,0.541401274,0.53968254
20,100000,66,667,Y,2706,5025,295000,295000,0.538541,Default,default,NY,44228,0,0.338983051,0.338983051
37,177900,100,545,Y,851,2080,91000,88500,0.409135,Default,default,WI,47220,1,1.954945055,2.010169492
51,171535,102,533,Y,946,1914,116000,114691,0.494253,Active,non-default,NC,39000,1,1.47875,1.495627381
36,238800,93,685,N,378,3200,67000,45000,0.118125,Default,default,MI,44476,1,3.564179104,5.306666667
24,152000,80,616,N,6811,25000,398000,389000,0.27244,Pay-off,non-default,NJ,56772,0,0.381909548,0.390745501
37,132500,100,548,Y,1408,3471,125000,124900,0.405647,Default,default,GA,43217,1,1.06,1.060848679
37,204250,95,639,Y,629,1548,54500,54500,0.406331,Default,default,TX,41275,1,3.747706422,3.747706422
32,158900,100,765,N,2474,5216,305000,305000,0.47431,Pay-off,non-default,CA,49894,0,0.520983607,0.520983607
